stock_code,stock_name,stock_name_chi
8337,DIRECTEL HOLDINGS LIMITED,直通電訊
8340,VINCO FINANCIAL GROUP LIMITED,域高金融
8341,AESO HOLDING LIMITED,艾碩控股
8347,F8 ENTERPRISES (HOLDINGS) GROUP LIMITED,Ｆ８企業
8348,TIANJIN BINHAI TEDA LOGISTICS (GROUP) CORPORATION LIMITED,濱海泰達物流
8349,MEIGU TECHNOLOGY HOLDING GROUP LIMITED,美固科技控股
8350,EXCALIBUR GLOBAL FINANCIAL HOLDINGS LIMITED,駿溢環球金融
8351,LARRY JEWELRY INTERNATIONAL COMPANY LIMITED,俊文寶石
8353,ANACLE SYSTEMS LIMITED,安科系統
8356,CNC HOLDINGS LIMITED,中國新華電視
8357,REPUBLIC HEALTHCARE LIMITED,REPUBLIC HEALTHCARE LIMITED
8360,AL GROUP LIMITED,利駿集團香港
8362,WINNING TOWER GROUP HOLDINGS LIMITED,運興泰集團
8363,SDM GROUP HOLDINGS LIMITED,SDM GROUP HOLDINGS LIMITED
8365,VBG INTERNATIONAL HOLDINGS LIMITED,建泉國際控股
8366,ZHEJIANG UNITED INVESTMENT HOLDINGS GROUP LIMITED,浙江聯合投資
8367,SIMPLICITY HOLDING LIMITED,倩碧控股
8368,CREATIVE CHINA HOLDINGS LIMITED,中國創意控股
8370,ZHI SHENG GROUP HOLDINGS LIMITED,智昇集團控股
8371,TASTE.GOURMET GROUP LIMITED,嚐高美集團
8372,GRAND BRILLIANCE GROUP HOLDINGS LIMITED,君百延集團
8373,INDIGO STAR HOLDINGS LIMITED,靛藍星
8375,VERTICAL INTERNATIONAL HOLDINGS LIMITED,弘浩國際控股
8377,SHEN YOU HOLDINGS LIMITED,申酉控股
8379,PRIME INTELLIGENCE SOLUTIONS GROUP LIMITED,匯安智能
8383,LINOCRAFT HOLDINGS LIMITED,東駿控股
8385,PROSPEROUS PRINTING COMPANY LIMITED,萬里印刷
8391,CORNERSTONE TECHNOLOGIES HOLDINGS LIMITED,基石科技控股
8392,SATU HOLDINGS LIMITED,舍圖控股
8395,TREE HOLDINGS LIMITED,齊家控股
8400,ASIA PIONEER ENTERTAINMENT HOLDINGS LIMITED,亞洲先鋒娛樂
8401,STREAM IDEAS GROUP LIMITED,源想集團
8402,GT STEEL CONSTRUCTION GROUP LIMITED,GT STEEL CONSTRUCTION GROUP LIMITED
8403,DOWWAY HOLDINGS LIMITED,天平道合
8405,HANG CHI HOLDINGS LIMITED,恆智控股
8406,ALPHA ERA INTERNATIONAL HOLDINGS LIMITED,合寶豐年
8411,K W NELSON INTERIOR DESIGN AND CONTRACTING GROUP LIMITED,K W NELSON INTERIOR DESIGN AND CONTRACTING GROUP LIMITED
8412,BCI GROUP HOLDINGS LIMITED,高門集團
8413,ASIA GROCERY DISTRIBUTION LIMITED,亞洲雜貨
8416,HM INTERNATIONAL HOLDINGS LIMITED,HM INTERNATIONAL HOLDINGS LIMITED
8417,DADI EDUCATION HOLDINGS LIMITED,大地教育
8418,OPTIMA AUTOMOBILE GROUP HOLDINGS LIMITED,傲迪瑪汽車
8419,AV PROMOTIONS HOLDINGS LIMITED,ＡＶ策劃推廣
8420,NEXION TECHNOLOGIES LIMITED,NEXION TECHNOLOGIES LIMITED
8422,WT GROUP HOLDINGS LIMITED,ＷＴ集團
8423,CHI HO DEVELOPMENT HOLDINGS LIMITED,CHI HO DEVELOPMENT HOLDINGS LIMITED
8425,HING MING HOLDINGS LIMITED,興銘控股
8426,MODERN LIVING INVESTMENTS HOLDINGS LIMITED,雅居投資控股
8427,SK TARGET GROUP LIMITED,瑞強集團
8428,CBK HOLDINGS LIMITED,國茂控股
8429,ICICLE GROUP HOLDINGS LIMITED,冰雪集團
8430,C&N HOLDINGS LIMITED,春能控股
8431,HAO BAI INTERNATIONAL (CAYMAN) LIMITED,浩柏國際
8432,BAR PACIFIC GROUP HOLDINGS LIMITED,太平洋酒吧
8436,TAKBO GROUP HOLDINGS LIMITED,德寶集團控股
8437,RMH HOLDINGS LIMITED,德斯控股
8439,SOMERLEY CAPITAL HOLDINGS LIMITED,新百利融資
8441,IWS GROUP HOLDINGS LIMITED,國際永勝集團
8445,NOBLE ENGINEERING GROUP HOLDINGS LIMITED,怡康泰工程集團
8446,IN TECHNICAL PRODUCTIONS HOLDINGS LIMITED,IN TECHNICAL PRODUCTIONS HOLDINGS LIMITED
8447,MS CONCEPT LIMITED,MS CONCEPT LIMITED
8448,UNIVERSE PRINTSHOP HOLDINGS LIMITED,環球印館
8450,EDICO HOLDINGS LIMITED,鉅京控股
8451,SUNLIGHT (1977) HOLDINGS LIMITED,日光控股
8452,"FY FINANCIAL (SHENZHEN) CO., LTD.",富銀融資股份
8455,LAI GROUP HOLDING COMPANY LIMITED,禮建德集團
8456,MANSION INTERNATIONAL HOLDINGS LIMITED,民信國際控股-新
8460,BASETROPHY GROUP HOLDINGS LIMITED,基地錦標集團
8462,OMNIBRIDGE HOLDINGS LIMITED,中安控股集團
8471,REACH NEW HOLDINGS LIMITED,新達控股
8472,LAPCO HOLDINGS LIMITED,立高控股
8473,MI MING MART HOLDINGS LIMITED,彌明生活百貨
8475,K GROUP HOLDINGS LIMITED,千盛集團控股
8476,OCEAN ONE HOLDING LTD.,大洋環球控股
8479,JTF INTERNATIONAL HOLDINGS LIMITED,金泰豐國際控股
8480,FURNIWEB HOLDINGS LIMITED,飛霓控股
8481,SHENGLONG SPLENDECOR INTERNATIONAL LIMITED,盛龍錦秀國際
8482,WAN LEADER INTERNATIONAL LIMITED,萬勵達
8483,MAX SIGHT GROUP HOLDINGS LIMITED,名仕快相
8487,ISP GLOBAL LIMITED,ISP GLOBAL LIMITED
8489,GRAND POWER LOGISTICS GROUP LIMITED,裕程物流
8490,NICHE-TECH GROUP LIMITED,駿碼科技
8491,COOL LINK (HOLDINGS) LIMITED,COOL LINK (HOLDINGS) LIMITED
8493,DRAGON KING GROUP HOLDINGS LIMITED,龍皇集團
8495,1957 & CO. (HOSPITALITY) LIMITED,1957 & CO. (HOSPITALITY) LIMITED
8496,SINGAPORE FOOD HOLDINGS LIMITED,新加坡美食控股
8500,ICON CULTURE GLOBAL COMPANY LIMITED,天泓文創
8501,SANBASE CORPORATION LIMITED,莊皇集團公司
8502,OCEAN LINE PORT DEVELOPMENT LIMITED,遠航港口
8506,CHINA FUTEX HOLDINGS LIMITED,福紡控股
8507,I.CENTURY HOLDING LIMITED,愛世紀集團
8509,WINE'S LINK INTERNATIONAL HOLDINGS LIMITED,威揚酒業控股
8510,TOP STANDARD CORPORATION,TOP STANDARD CORPORATION
8511,ZHICHENG TECHNOLOGY GROUP LTD.,ZHICHENG TECHNOLOGY GROUP LTD.
8512,HYFUSIN GROUP HOLDINGS LIMITED,凱富善集團控股
8513,IAG HOLDINGS LIMITED,官醞控股
8516,GRAND TALENTS GROUP HOLDINGS LIMITED,廣駿集團控股
8519,JIA GROUP HOLDINGS LIMITED,佳民集團
8521,ST INTERNATIONAL HOLDINGS COMPANY LIMITED,智紡國際控股
8523,SHEUNG MOON HOLDINGS LIMITED,常滿控股
8525,BAIYING HOLDINGS GROUP LIMITED,百應控股
8526,WING FUNG GROUP ASIA LIMITED,榮豐集團亞洲
8527,JLOGO HOLDINGS LIMITED,聚利寶控股
8532,POLYFAIR HOLDINGS LIMITED,寶發控股
8535,VISTAR HOLDINGS LIMITED,熒德控股
8536,TL NATURAL GAS HOLDINGS LIMITED,TL NATURAL GAS HOLDINGS LIMITED
8537,CHONG FAI JEWELLERY GROUP HOLDINGS COMPANY LIMITED,創輝珠寶
8540,VICTORY SECURITIES (HOLDINGS) COMPANY LIMITED,勝利證券
8545,AMUSE GROUP HOLDING LIMITED,佰悅集團
8547,PACIFIC LEGEND GROUP LIMITED,PACIFIC LEGEND GROUP LIMITED
8558,MERDEKA FINANCIAL GROUP LIMITED -OLD,領智金融(舊)
8559,MANSION INTERNATIONAL HOLDINGS LIMITED -OLD,民信國際控股-舊
8560,GREAT WORLD COMPANY HOLDINGS LTD -OLD,世大控股(舊)
8561,FINSOFT FINANCIAL INVESTMENT HOLDINGS LIMITED-OLD,匯財金融投資-舊
8565,CREATIVE CHINA HOLDINGS LIMITED -TEMPORARY COUNTER,中國創意控股
8566,GURU ONLINE (HOLDINGS) LIMITED -TEMPORARY COUNTER,超凡網絡
8567,CHINA TECHNOLOGY INDUSTRY GROUP LIMITED -TEMPORARY COUNTER,中國科技產業集團
8568,COOL LINK (HOLDINGS) LIMITED -TEMPORARY COUNTER,COOL LINK (HOLDINGS) LIMITED -TEMPORARY COUNTER
8569,TL NATURAL GAS HOLDINGS LIMITED -TEMPORARY COUNTER,TL NATURAL GAS HOLDINGS LIMITED -TEMPORARY COUNTER
8601,BOLTEK HOLDINGS LIMITED,BOLTEK HOLDINGS LIMITED
8603,FAMEGLOW HOLDINGS LIMITED,亮晴控股
8606,KINETIX SYSTEMS HOLDINGS LIMITED,KINETIX SYSTEMS HOLDINGS LIMITED
8607,NARNIA (HONG KONG) GROUP COMPANY LIMITED,納尼亞集團
8609,EGGRICULTURE FOODS LTD.,永續農業
8611,MINDTELL TECHNOLOGY LIMITED,MINDTELL TECHNOLOGY LIMITED
8612,WORLD SUPER HOLDINGS LIMITED,維亮控股
8613,ORIENTAL PAYMENT GROUP HOLDINGS LIMITED,東方支付集團控股
8616,SUNRAY ENGINEERING GROUP LIMITED,新威工程集團
8617,BEST LINKING GROUP HOLDINGS LIMITED,永聯豐控股
8619,WAC HOLDINGS LIMITED,WAC HOLDINGS LIMITED
8620,ASIA-EXPRESS LOGISTICS HOLDINGS LIMITED,亞洲速運
8621,METROPOLIS CAPITAL HOLDINGS LIMITED,METROPOLIS CAPITAL HOLDINGS LIMITED
8622,HUAKANG BIOMEDICAL HOLDINGS COMPANY LIMITED,華康生物醫學
8623,CHINA SAFTOWER INTERNATIONAL HOLDING GROUP LIMITED,中國蜀塔
8627,ORANGE TOUR CULTURAL HOLDING LIMITED,旅橙文化
8631,SUN KONG HOLDINGS LIMITED,申港控股
8635,NOVACON TECHNOLOGY GROUP LIMITED,連成科技集團
8645,NOMAD TECHNOLOGIES HOLDINGS LIMITED,NOMAD TECHNOLOGIES HOLDINGS LIMITED
8646,CHINA HONGGUANG HOLDINGS LIMITED,中國宏光
8657,TRUE PARTNER CAPITAL HOLDING LIMITED,TRUE PARTNER CAPITAL HOLDING LIMITED
8659,YIK WO INTERNATIONAL HOLDINGS LIMITED,易和國際控股
8668,YING HAI GROUP HOLDINGS COMPANY LIMITED,瀛海集團
9001,PREMIA CHINA USD PROPERTY BOND ETF -USD TRADED UNITS,PP中地美債-U
9010,ISHARES CORE MSCI ASIA EX JAPAN ETF -USD COUNTER,安碩亞洲除日-U
9011,ICBC CICC USD MONEY MARKET ETF -USD TRADED UNITS,A工銀中金美-U
9022,ISHARES MSCI EMERGING MARKETS ETF (HK)- USD TRADED UNITS,安碩新興市場-Ｕ
9031,HAITONG MSCI CHINA A ESG ETF - USD TRADED UNITS,海通AESG-U
9047,SSIF DCE IRON ORE FUTURES INDEX ETF -USD TRADED UNITS,F山證鐵礦石-U
9067,ISHARES HANG SENG TECH ETF - USD TRADED UNITS,安碩恆生科技-U
9069,CHINAAMC HANG SENG HONG KONG BIOTECH INDEX ETF-USD TRADED UNITS,華夏恆生生科-U
9072,NIKKO AM GLOBAL INTERNET ETF-USD TRADED UNITS,日興環球聯網-U
9074,ISHARES CORE MSCI TAIWAN ETF - USD TRADED UNITS,安碩ＭＳ台灣－Ｕ
9077,PREMIA US TREASURY FLOATING RATE ETF -USD TRADED UNITS,PP美國庫-U
9078,PREMIA US TREASURY FLOATING RATE ETF- ACCUMULATING UNIT CLASS,PP美國庫A-U
9081,VALUE GOLD ETF-USD TRADED UNITS,價值黃金-U
9085,VANGUARD FTSE ASIA EX JAPAN HIGH DIV YIELD INDEX ETF-USD TRADED UNITS,領航亞洲高息-U
9086,CHINAAMC NASDAQ 100 ETF -USD TRADED UNITS,華夏納指-U
9088,CHINAAMC HANG SENG TECH INDEX ETF -USD TRADED UNITS,華夏恆生科技-U
9091,NIKKOAM E-GAMES ACTIVE ETF - USD TRADED UNITS,A日興電遊-U
9096,CSOP US DOLLAR MONEY MARKET ETF -USD TRADED UNITS,南方美元貨幣-U
9101,VANGUARD FTSE DEVELOPED EUROPE INDEX ETF -USD TRADED UNITS,領航發展歐洲-U
9115,ISHARES CORE HANG SENG INDEX ETF -USD TRADED UNITS,安碩恆生指數-U
9126,VANGUARD FTSE JAPAN INDEX ETF -USD TRADED UNITS,領航日本-U
9140,VANGUARD S&P 500 INDEX ETF -USD TRADED UNITS,領航標普五百-U
9141,CHINAAMC ASIA USD INVESTMENT GRADE BOND ETF-USD TRADED UNITS,華夏亞投債-U
9167,ICBC CSOP S&P NEW CHINA SECTORS ETF -USD TRADED UNITS,工銀南方中國-U
9169,VANGUARD TOTAL CHINA INDEX ETF -USD TRADED UNITS,領航中國－Ｕ
9170,ISHARES CORE KOSPI 200 ETF - USD TRADED UNITS,安碩韓國二百－Ｕ
9173,PREMIA CSI CAIXIN CHINA NEW ECONOMY ETF-USD TRADED UNITS,PP中新經濟-U
9181,PREMIA ASIA INNOVATIVE TECHNOLOGY ETF -USD TRADED UNITS,ＰＰ亞洲創科-Ｕ
9186,CICC KRANESHARES CSI CHINA INTERNET INDEX ETF-USD TRADED UNITS,中金金瑞中網－Ｕ
9187,SAMSUNG S&P HIGH DIVIDEND APAC EX NZ REITS ETF-USD TRADED UNITS,三星高息房託-U
9191,GLOBAL X CHINA SEMICONDUCTOR ETF - USD TRADED SHARES,GX中國半導-U
9600,NEWLINK TECHNOLOGY INC.,新紐科技
9608,SUNDY SERVICE GROUP CO. LTD,宋都服務
9616,NEUSOFT EDUCATION TECHNOLOGY CO. LIMITED,東軟教育
9618,"JD.COM, INC.",京東集團-SW
9626,BILIBILI INC.,嗶哩嗶哩-SW
9633,"NONGFU SPRING CO., LTD.",農夫山泉
9666,"JINKE SMART SERVICES GROUP CO., LTD.",金科服務
9668,"CHINA BOHAI BANK CO., LTD.",渤海銀行
9677,"WEIHAI CITY COMMERCIAL BANK CO., LTD.",威海銀行
9688,ZAI LAB LIMITED,再鼎醫藥-SB
9698,GDS HOLDINGS LIMITED,萬國數據-SW
9803,PREMIA CSI CAIXIN CHINA BEDROCK ECONOMY ETF-USD TRADED UNITS,PP中國基石-U
9804,PREMIA MSCI VIETNAM ETF-USD TRADED UNITS,PP越南-U
9805,VANGUARD FTSE ASIA EX JAPAN INDEX ETF -USD TRADED UNITS,領航亞洲-U
9806,GLOBAL X CHINA CONSUMER BRAND ETF - USD TRADED SHARES,GX中國消費-U
9807,GLOBAL X CHINA ROBOTICS AND AI ETF - USD TRADED SHARES,GX中國機智-U
9809,GLOBAL X CHINA CLEAN ENERGY ETF - USD TRADED SHARES,GX中國潔能-U
9810,PREMIA DOW JONES EMERGING ASEAN TITANS 100 ETF-USD TRADED UNITS,ＰＰ新興東盟-Ｕ
9812,SAMSUNG CSI CHINA DRAGON INTERNET ETF - USD TRADED UNIT,三星中國龍網-U
9813,CHINAAMC BLOOMBERG BARCLAYS CHI TREASURY + POLCY BK BD IND ETF-USD TRADED UNITS,華夏政銀國債-U
9814,SAMSUNG NYSE FANG+ETF -USD TRADED UNITS,三星FANG-U
9817,PREMIA CHINA TREASURY AND POLICY BANK BOND LONG DURATION ETF-USD TRADED UNITS,PP長期國債-U
9820,GLOBAL X CHINA BIOTECH ETF -USD TRADED UNITS,GX中國生科-U
9826,GLOBAL X CHINA CLOUD COMPUTING ETF -USD TRADED UNITS,GX中國雲算-U
9834,ISHARES NASDAQ 100 ETF - USD TRADED UNITS,安碩納指一百－Ｕ
9836,ISHARES CORE S&P BSE SENSEX INDIA ETF -USD COUNTER,安碩印度-U
9845,GLOBAL X CHINA ELECTRIC VEHICLE ETF- USD TRADED SHARES,GX中國電車-U
9846,ISHARES CORE CSI 300 ETF -USD COUNTER,安碩滬深三百-U
9858,CHINA YOURAN DAIRY GROUP LIMITED,優然牧業
9868,XPENG INC.,小鵬汽車-W
9888,"BAIDU, INC.",百度集團-SW
9900,GAIN PLUS HOLDINGS LIMITED,德益控股
9901,NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC.,新東方-S
9906,HONLIV HEALTHCARE MANAGEMENT GROUP COMPANY LIMITED,宏力醫療管理
9908,"JIAXING GAS GROUP CO., LTD.",嘉興燃氣
9909,POWERLONG COMMERCIAL MANAGEMENT HOLDINGS LIMITED,寶龍商業
9911,NEWBORN TOWN INC.,赤子城科技
9913,CHI KAN HOLDINGS LIMITED,智勤控股
9916,XINGYE WULIAN SERVICE GROUP CO. LTD.,興業物聯
9918,WISE ALLY INTERNATIONAL HOLDINGS LIMITED,麗年國際
9919,ACTIVATION GROUP HOLDINGS LIMITED,艾德韋宣集團
9922,JIUMAOJIU INTERNATIONAL HOLDINGS LIMITED,九毛九
9923,YEAHKA LIMITED,移卡
9926,"AKESO, INC.",康方生物-B
9928,TIMES NEIGHBORHOOD HOLDINGS LIMITED,時代鄰里
9929,SEM HOLDINGS LIMITED,澳達控股
9933,GHW INTERNATIONAL,GHW INTERNATIONAL
9936,XIMEI RESOURCES HOLDING LIMITED,稀美資源
9938,WAH WO HOLDINGS GROUP LIMITED,華和控股
9939,KINTOR PHARMACEUTICAL LIMITED,開拓藥業-B
9958,LITIAN PICTURES HOLDINGS LIMITED,力天影業
9959,LINKLOGIS INC.,聯易融科技-W
9960,"KINDSTAR GLOBALGENE TECHNOLOGY, INC.",康聖環球
9961,TRIP.COM GROUP LIMITED,攜程集團-S
9963,TRANSTECH OPTELECOM SCIENCE HOLDINGS LIMITED,高科橋
9966,ALPHAMAB ONCOLOGY,康寧傑瑞製藥-B
9968,HUIJING HOLDINGS COMPANY LIMITED,匯景控股
9969,INNOCARE PHARMA LIMITED,諾誠健華-Ｂ
9977,"SHANDONG FENGXIANG CO., LTD.",鳳祥股份
9978,FINELAND LIVING SERVICES GROUP LIMITED,方圓生活服務
9979,GREENTOWN MANAGEMENT HOLDINGS COMPANY LIMITED,綠城管理控股
9982,CENTRAL CHINA MANAGEMENT COMPANY LIMITED,中原建業
9983,CENTRAL CHINA NEW LIFE LIMITED,建業新生活
9986,DASHAN EDUCATION HOLDINGS LIMITED,大山教育
9987,"YUM CHINA HOLDINGS, INC.",百勝中國-S
9988,ALIBABA GROUP HOLDING LIMITED,阿里巴巴-SW
9989,"SHENZHEN HEPALINK PHARMACEUTICAL GROUP CO., LTD.",海普瑞
9990,ARCHOSAUR GAMES INC.,祖龍娛樂
9991,BAOZUN INC.,寶尊電商-SW
9992,POP MART INTERNATIONAL GROUP LIMITED,泡泡瑪特
9993,RADIANCE HOLDINGS (GROUP) COMPANY LIMITED,金輝控股
9995,"REMEGEN CO., LTD.",榮昌生物－Ｂ
9996,PEIJIA MEDICAL LIMITED,沛嘉醫療-B
9997,KANGJI MEDICAL HOLDINGS LIMITED,康基醫療
9998,KWAN YONG HOLDINGS LIMITED,光榮控股
9999,"NETEASE, INC.",網易-S
30002,"RAYTRON TECHNOLOGY CO.,LTD. (A #688002)",睿創微納
30006,ZHEJIANG HANGKE TECHNOLOGY INCORPORATED COMPANY (A #688006),杭可科技
30008,"MONTAGE TECHNOLOGY CO., LTD. (A #688008)",瀾起科技
30009,CHINA RAILWAY SIGNAL & COMMUNICATION CORPORATION LIMITED (A #688009),中國通號
30012,ADVANCED MICRO-FABRICATION EQUIPMENT INC. CHINA (A #688012),中微公司
30019,"ANJI MICROELECTRONICS TECHNOLOGY (SHANGHAI) CO., LTD. (A #688019)",安集科技
30026,"GUANGZHOU JET BIOFILTRATION CO.,LTD. (A #688026)",潔特生物
30036,TRANSSION HOLDINGS LTD.CO (A #688036),傳音控股
30088,ARCSOFT CORPORATION LIMITED (A #688088),虹軟科技
30111,BEIJING KINGSOFT OFFICE SOFTWARE.INC (A #688111),金山辦公
30122,"WESTERN SUPERCONDUCTING TECHNOLOGIES CO.,LTD. (A #688122)",西部超導
30126,"NATIONAL SILICON INDUSTRY GROUP CO., LTD. (A #688126)",滬矽產業-U
30139,"QINGDAO HAIER BIOMEDICAL CO., LTD. (A #688139)",海爾生物
30166,"BRIGHTGENE BIO-MEDICAL TECHNOLOGY CO.,LTD. (A #688166)",博瑞醫藥
30169,"BEIJING ROBOROCK TECHNOLOGY CO ., LTD. (A #688169)",石頭科技
30180,"SHANGHAI JUNSHI BIOSCIENCES CO., LTD. (A #688180)",君實生物
30185,CANSINO BIOLOGICS INC. (A #688185),康希諾-U
30188,SHANGHAI FRIENDESS ELECTRONIC TECHNOLOGY CORPORATION LTD (A #688188),柏楚電子
30202,SHANGHAI MEDICILON INC. (A #688202),美迪西
30208,"AUTEL INTELLIGENT TECHNOLOGY CORP., LTD. (A #688208)",道通科技
30298,"ZHEJIANG ORIENT GENE BIOTECH CO., LTD (A #688298)",東方生物
30366,SHANGHAI HAOHAI BIOLOGICAL TECHNOLOGY CO. LTD. (A #688366),昊海生科
30505,SHANGHAI FUDAN-ZHANGJIANG BIO-PHARMACEUTICAL CO.LTD (A #688505),復旦張江
70001,"PING AN BANK CO., LTD. (A #000001)",平安銀行
70002,"CHINA VANKE CO., LTD. (A #000002)",萬 科Ａ
70005,SHENZHEN FOUNTAIN CORPORATION (A #000005),ST星源
70006,"SHENZHEN ZHENYE (GROUP) CO.,LTD. (A #000006)",深振業Ａ
70008,"CHINA HIGH-SPEED RAILWAY TECHNOLOGY CO., LTD. (A #000008)",神州高鐵
70009,"CHINA BAOAN GROUP CO.,LTD. (A #000009)",中國寶安
70010,"SHENZHEN ECOBEAUTY CO., LTD. (A #000010)",美麗生態
70011,SHENZHEN PROPERTIES & RESOURCES DEVELOPMENT (GROUP) LTD. (A #000011),深物業A
70012,"CSG HOLDING CO.,LTD. (A #000012)",南 玻Ａ
70016,"KONKA GROUP CO.,LTD (A #000016)",深康佳Ａ
70019,"SHENZHEN CEREALS HOLDINGS CO.,LTD. (A #000019)",深糧控股
70021,"SHENZHEN KAIFA TECHNOLOGY CO., LTD (A #000021)",深科技
70025,"SHENZHEN TELLUS HOLDING CO.,LTD (A #000025)",特力Ａ
70027,"SHENZHEN ENERGY GROUP CO., LTD. (A #000027)",深圳能源
70028,CHINA NATIONAL ACCORD MEDICINES CORPORATION LTD. (A #000028),國藥一致
70029,"SHENZHEN SPECIAL ECONOMIC ZONE REAL ESTATE&PROP (GROUP) CO.,LTD. (A #000029)",深深房Ａ
70030,FAWER AUTOMOTIVE PARTS LIMITED COMPANY (A #000030),富奧股份
70031,"GRANDJOY HOLDINGS GROUP CO., LTD. (A #000031)",大悅城
70032,"SHENZHEN SED INDUSTRY CO.,LTD (A #000032)",深桑達A
70034,"DIGITAL CHINA GROUP CO.,LTD. (A #000034)",神州數碼
70035,CHINA TIANYING INC. (A #000035),中國天楹
70036,CHINA UNION HOLDINGS LTD. (A #000036),華聯控股
70039,"CHINA INTERNATIONAL MARINE CONTAINERS (GROUP) CO., LTD (A #000039)",中集集團
70040,"TUNGHSU AZURE RENEWABLE ENERGY CO.,LTD. (A #000040)",東旭藍天
70042,"SHENZHEN CENTRALCON INVESTMENT HOLDING CO., LTD (A #000042)",中洲控股
70045,"SHENZHEN TEXTILE (HOLDINGS) CO., LTD (A #000045)",深紡織Ａ
70046,"OCEANWIDE HOLDINGS CO., LTD. (A #000046)",泛海控股
70048,"SHENZHEN KINGKEY SMART AGRICULTURE TIMES CO.,LTD (A #000048)",京基智農
70049,"SHENZHEN DESAY BATTERY TECHNOLOGY CO.,LTD (A #000049)",德賽電池
70050,"TIANMA MICROELECTRONICS CO., LTD (A #000050)",深天馬Ａ
70055,"CHINA FANGDA GROUP CO., LTD (A #000055)",方大集團
70058,"SHENZHEN SEG CO.,LTD (A #000058)",深 賽 格
70059,"NORTH HUAJIN CHEMICAL INDUSTRIES CO.,LTD (A #000059)",華錦股份
70060,"SHENZHEN ZHONGJIN LINGNAN NONFEMET CO.,LTD (A #000060)",中金嶺南
70061,"SHENZHEN AGRICULTURAL PRODUCTS GROUP CO.,LTD (A #000061)",農 產 品
70062,"SHENZHEN HUAQIANG INDUSTRY CO., LTD (A #000062)",深圳華強
70063,ZTE CORPORATION (A #000063),中興通訊
70065,NORINCO INTERNATIONAL COOPERATION LTD. (A #000065),北方國際
70066,"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD. (A #000066)",中國長城
70068,"SHENZHEN HUAKONG SEG CO.,LTD. (A #000068)",華控賽格
70069,"SHENZHEN OVERSEAS CHINESE TOWN CO.,LTD (A #000069)",華僑城Ａ
70070,"SHENZHEN SDG INFORMATION CO., LTD (A #000070)",特發信息
70078,"SHENZHEN NEPTUNUS BIOENGINEERING CO.,LTD (A #000078)",海王生物
70088,"SHENZHEN YAN TIAN PORT HOLDINGS CO.,LTD (A #000088)",鹽 田 港
70089,"SHENZHEN AIRPORT CO.,LTD (A #000089)",深圳機場
70090,"SHENZHEN TAGEN GROUP CO., LTD. (A #000090)",天健集團
70096,"SHENZHEN GUANGJU ENERGY CO., LTD (A #000096)",廣聚能源
70099,"CITIC OFFSHORE HELICOPTER CO.,LTD (A #000099)",中信海直
70100,TCL TECHNOLOGY GROUP CORPORATION (A #000100),TCL科技
70150,"YIHUA HEALTHCARE CO., LTD. (A #000150)",宜華健康
70151,CHINA NATIONAL COMPLETE PLANT IMPORT & EXPORT CORPORATION LIMITED (A #000151),中成股份
70155,SICHUAN NEW ENERGY POWER COMPANY LIMITED (A #000155),川能動力
70156,"WASU MEDIA HOLDING CO.,LTD (A #000156)",華數傳媒
70157,"ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHNOLOGY CO., LTD (A #000157)",中聯重科
70158,"SHIJIAZHUANG CHANGSHAN BEIMING TECHNOLOGY CO., LTD(A #000158)",常山北明
70166,"SHENWAN HONGYUAN GROUP CO.,LTD (A #000166)",申萬宏源
70301,"JIANGSU EASTERN SHENGHONG CO.,LTD. (A #000301)",東方盛虹
70333,"MIDEA GROUP CO., LTD. (A #000333)",美的集團
70338,"WEICHAI POWER CO., LTD. (A #000338)",濰柴動力
70400,"XJ ELECTRIC CO.,LTD (A #000400)",許繼電氣
70401,"TANGSHAN JIDONG CEMENT CO.,LTD (A #000401)",冀東水泥
70402,"FINANCIAL STREET HOLDINGS CO., LTD. (A #000402)",金 融 街
70403,"PACIFIC SHUANGLIN BIO-PHARMACY CO., LTD (A #000403)",派林生物
70407,"SHANDONG SHENGLI CO., LTD. (A #000407)",勝利股份
70409,"YUNDING TECHNOLOGY CO.,LTD. (A #000409)",雲鼎科技
70410,"SHENYANG MACHINE TOOL CO.,LTD (A #000410)",ST瀋機
70413,"TUNGHSU OPTOELECTRONIC TECHNOLOGY CO., LTD. (A #000413)",東旭光電
70415,"BOHAI LEASING CO.,LTD. (A #000415)",渤海租賃
70417,"HEFEI DEPARTMENT STORE GROUP CO.,LTD (A #000417)",合肥百貨
70422,"HUBEI YIHUA CHEMICAL INDUSTRY CO., LTD (A #000422)",湖北宜化
70423,"DONG-E-E-JIAO CO., LTD. (A #000423)",東阿阿膠
70425,"XCMG CONSTRUCTION MACHINERY CO., LTD. (A #000425)",徐工機械
70426,"INNER MONGOLIA XINGYE MINING CO.,LTD (A #000426)",興業礦業
70428,"HUATIAN HOTEL GROUP CO.,LTD. (A #000428)",華天酒店
70429,"GUANGDONG PROVINCIAL EXPRESSWAY DEVELOPMENT CO.,LTD (A #000429)",粵高速Ａ
70488,"SHANDONG CHENMING PAPER HOLDINGS CO.,LTD (A #000488)",晨鳴紙業
70498,"SHANDONG HI-SPEED ROAD&BRIDGE GROUP CO., LTD. (A #000498)",山東路橋
